user_id,name,age,employment_status,monthly_income
91,Rhonda Martinez,25,Unemployed,78375
92,Daisy Gomez,51,Salaried,25415
93,Michael Collins,51,Salaried,52245
94,Madison Carlson,35,Salaried,43357
95,Margaret Hill,50,Salaried,39273
96,Antonio Martin,35,Salaried,77468
97,Amber Griffith,53,Salaried,20833
98,Christina Williams,32,Salaried,51846
99,Luis Horton,51,Salaried,19739
100,Johnny Beck,27,Salaried,35609
101,Diane Martinez,40,Salaried,87405
102,Meredith Andersen,49,Salaried,20837
103,Kathryn White,54,Business,92054
104,Ernest Camacho,56,Unemployed,20609
105,Sarah Davis,34,Salaried,58785
106,Reginald Rivera,57,Salaried,33764
107,Rachel Thomas,21,Salaried,13415
108,Scott Sawyer,38,Salaried,94246
109,Tracy Anderson,41,Salaried,78952
110,Raven Shaw,38,Salaried,66275
111,Susan Bell,37,Salaried,58178
112,Jasmine Anderson,58,Unemployed,83931
113,Allison Warner,49,Salaried,60485
114,Lauren Mitchell,50,Business,23979
115,Jeremiah Villarreal,21,Business,99188
116,Helen Wong,57,Unemployed,18969
117,Darren Delgado,30,Salaried,59903
118,Leah Tapia,40,Business,56672
119,Jacob Acosta,57,Unemployed,92242
120,Tracy Mcgrath,49,Salaried,60225
121,Andrew Chavez,31,Salaried,8266
122,Jeffrey Matthews,33,Unemployed,63772
123,Wesley Rodgers,43,Unemployed,75776
124,Gerald Ho,57,Salaried,45722
125,Kenneth Hatfield,21,Unemployed,12649
126,Victoria Flynn,41,Business,23226
127,Michelle Oliver,34,Salaried,11823
128,Lisa Thomas,41,Business,74503
129,Ryan Lewis,31,Unemployed,97190
130,Tina Gonzalez,30,Salaried,11912
131,Stephanie Martin,21,Unemployed,98531
132,Theresa Johnston,49,Business,34044
133,Daniel Huerta,38,Salaried,67259
134,Robert Olson,45,Business,57613
135,Charles James,53,Unemployed,24824
136,William Anthony,38,Salaried,88967
137,Kimberly Ford,45,Salaried,94596
138,Robert Eaton,55,Salaried,76448
139,Thomas Thompson,37,Unemployed,67510
140,Alicia Butler,45,Business,60689
141,Erik Martinez,31,Business,81668
142,Alexander Daniels,31,Unemployed,89632
143,Thomas Lawrence,41,Salaried,69913
144,Stacy Osborn,45,Salaried,8323
145,Terry Rivera,45,Salaried,67481
146,Andrew Odom,33,Salaried,53624
147,Nathan Rocha,53,Salaried,69428
148,Nicholas Mason,47,Salaried,88312
149,Michael Manning,53,Salaried,84747
150,Devin Morris Jr.,53,Salaried,34110
151,Mrs. Jennifer Martinez,48,Salaried,79090
152,Steven Terry,55,Salaried,51173
153,Anthony Woodard,46,Unemployed,68142
154,Kenneth Calderon,52,Unemployed,26567
155,Ryan Smith,51,Salaried,58640
156,Lindsey Green,46,Salaried,23177
157,David Gardner,48,Salaried,29806
158,Melanie Moody,43,Unemployed,48525
159,Robert Lewis,44,Business,39014
160,Manuel Andrews,42,Salaried,70949
161,Alexander Ortiz,59,Salaried,27943
162,Nancy Lee,27,Salaried,14867
163,Christy Bailey,44,Salaried,16502
164,Lisa Simpson,52,Unemployed,65168
165,Sara Rodriguez,49,Salaried,28027
166,Kevin Ford,24,Salaried,47685
167,Amy Carter,39,Salaried,18083
168,Jade Gomez,55,Salaried,12669
169,Latoya Watts,59,Salaried,95579
170,Mary White,38,Salaried,63300
171,Christine Adams,28,Business,46981
172,Julia Mcmillan,40,Business,32419
173,Mark Pham,57,Salaried,30840
174,Joseph Rose,29,Salaried,48591
175,Tiffany Ayers,47,Business,48540
176,Mia Black,50,Salaried,39033
177,Jeffrey Miller,59,Unemployed,94591
178,Emily Miller,39,Business,77460
179,Cheryl Martinez,27,Salaried,56320
180,Henry Lee,27,Salaried,49498
181,Nicole Ingram,54,Salaried,82598
182,Brett Hamilton,40,Salaried,21240
183,Steven Mcfarland,57,Salaried,31668
184,Dr. Patrick Stone,33,Business,60665
185,Jacqueline Moss,35,Unemployed,49377
186,Phillip Hill,55,Business,73841
187,Ashley Rivas,22,Salaried,38906
188,Jessica Reynolds,42,Unemployed,43148
189,Austin Ramirez,27,Salaried,63359
190,Valerie Roth,22,Salaried,48580
191,Jeffrey Montgomery,53,Unemployed,39226
192,Dr. Heather Carrillo,56,Unemployed,80032
193,Brenda Nelson,47,Business,84693
194,Caitlin Mcintosh,47,Salaried,68296
195,Gregory Hernandez,27,Unemployed,80709
196,Bradley Wright,37,Business,56748
197,Jessica Wheeler,48,Business,99686
198,Gabrielle Lawson,24,Salaried,39285
199,Emily Sanders,52,Business,19774
200,Patricia Brewer,32,Salaried,67918
201,Joshua Williams,40,Salaried,35804
202,Melissa Smith,24,Business,75369
203,Angela Garcia,40,Unemployed,60464
204,Lee Martinez,28,Salaried,89049
205,Heather Phillips,41,Business,43458
206,Michelle Smith,29,Business,35526
207,Susan Beck,36,Salaried,79976
208,Jacqueline Taylor,46,Salaried,88773
209,Sabrina Mason,47,Salaried,11932
210,Christy Evans,48,Unemployed,25504
211,Bradley Green,48,Salaried,71323
212,Richard Sherman,45,Unemployed,92070
213,Seth Schultz,36,Business,36356
214,Sheila Johnson,40,Unemployed,22581
215,Ronald Jones,53,Unemployed,22242
216,Danielle Bailey,29,Business,79166
217,Mallory Alexander,58,Salaried,31905
218,Ethan Thomas,33,Salaried,90297
219,Roberto Allen,57,Salaried,90565
220,Michael Espinoza,30,Business,26737
221,Brendan Allen,38,Unemployed,49752
222,Tiffany James,38,Salaried,25563
223,Heather Perry,42,Unemployed,84477
224,Joshua Stephens,21,Business,33558
225,Michaela Hampton,52,Salaried,67791
226,Cheryl Diaz,30,Business,15663
227,Evan Kelly,41,Business,58966
228,Brian Wright,23,Salaried,79101
229,Keith Martinez,59,Salaried,37335
230,Christina Smith,56,Unemployed,54189
231,Jonathon Jones,38,Business,84784
232,James Lucas,22,Salaried,92987
233,Ms. Beth Holt,24,Business,60775
234,Stephen Williams,22,Salaried,79900
235,Maria West,41,Salaried,37088
236,James Buchanan,38,Salaried,66345
237,Jacob Marshall,36,Business,62338
238,Haley Howell,57,Salaried,81446
239,Christopher Harding,29,Unemployed,11345
240,Antonio Robinson,23,Salaried,78065
241,Jessica Garcia,42,Business,10836
242,Jordan Miller,59,Salaried,75848
243,Jesus Woods,31,Unemployed,59086
244,Kristina Bishop,51,Salaried,24938
245,Julie Lopez,43,Salaried,47689
246,Daniel Smith,47,Unemployed,93363
247,Maria Nelson,35,Salaried,91324
248,Melissa Bell,59,Business,78406
249,Danielle Miller,54,Business,40530
250,Sarah Patel,42,Salaried,79973
251,Kelly Lara,22,Salaried,34219
252,Barbara Ray,25,Unemployed,92515
253,Kelly Nelson,33,Salaried,14169
254,Alyssa Diaz,29,Salaried,17225
255,Wendy Anderson,22,Business,19990
256,Jennifer Rios,28,Unemployed,38383
257,Melinda Hicks,28,Business,25490
258,Katie Collins,22,Unemployed,92348
259,Amanda Simpson,23,Salaried,98888
260,Michael White,44,Unemployed,77604
261,Matthew Clayton,36,Salaried,81263
262,Alexander Moore,32,Business,29945
263,Sandra Kelley,24,Business,26951
264,Arthur Lyons,26,Salaried,37539
265,Shari Gonzalez,47,Salaried,94290
266,Dr. David Bullock Jr.,35,Salaried,32064
267,Michelle Richmond,39,Business,92476
268,Vincent Peterson,56,Salaried,49201
269,Shelly Vasquez,35,Salaried,51251
270,Patrick Thompson,28,Salaried,40249
271,Kathleen Rodriguez,46,Salaried,77767
272,Elizabeth Allison,45,Salaried,36438
273,Emily Parsons,53,Unemployed,26140
274,Margaret Mitchell,55,Unemployed,87741
275,Juan Valdez,36,Salaried,97316
276,Jacob Larson,24,Business,76027
277,Paul Marsh,31,Business,40693
278,Seth Hutchinson,51,Salaried,99112
279,Joshua Sandoval,45,Salaried,14575
280,Alfred Martinez,26,Salaried,52549
281,Sean Harris,46,Unemployed,85560
282,Sabrina Murray,55,Salaried,66251
283,Elizabeth Jackson,52,Salaried,56982
284,Bryan Hale,27,Salaried,15911
285,Jeffrey Mitchell,54,Salaried,9372
286,Alexander Martinez,25,Salaried,58094
287,Holly Gonzales,43,Business,57083
288,Lori Prince,53,Unemployed,21830
289,Robert Burch,36,Business,12943
290,Donald Cooley,39,Business,46251
291,Ashley Dawson,54,Salaried,46966
292,Elizabeth Cardenas,39,Salaried,51529
293,Rodney Weaver,37,Business,46671
294,Jose Ramos,33,Business,57767
295,Michael Hurley,33,Salaried,12968
296,Mr. Jeffrey Cain,22,Salaried,95586
297,William Smith,35,Salaried,17574
298,Melissa Thompson,31,Unemployed,29819
299,Jeremy Bennett,44,Unemployed,63270
300,Denise Perry,50,Business,37590
301,Sarah Franco,38,Salaried,52077
302,Jennifer Anderson,38,Business,37160
303,David Romero,53,Salaried,98257
304,Christy Parker,49,Business,22664
305,Isabella Perez,41,Salaried,59926
306,Austin Hill,35,Business,19428
307,Kimberly Brock,43,Salaried,12024
308,Jason Hunter,27,Salaried,26559
309,Anita Brown,55,Salaried,35104
310,Deborah Ellis,40,Salaried,46359
311,Michelle Hunter,31,Business,68288
312,Stephanie Smith,31,Salaried,26389
313,Julie Huber,23,Business,30820
314,Alvin Mills,24,Unemployed,54888
315,Anthony Morales,39,Salaried,63432
316,Michael Owens,54,Salaried,66106
317,Roger Cannon,36,Salaried,63674
318,Mary Thompson,56,Business,75053
319,Nicholas Bowman,25,Business,89486
320,Linda Sims,49,Salaried,90970
321,Gary Roberts,24,Salaried,10455
322,Janice Cain,51,Unemployed,79866
323,Vincent Dunn,34,Salaried,14262
324,Kathy Gonzales,23,Salaried,86200
325,Anthony Martinez,39,Business,35687
326,Richard Stone,39,Salaried,40502
327,Judy Combs,48,Salaried,75579
328,Andrew Morse,49,Salaried,68464
329,Michael Grant,46,Business,29890
330,Michael Byrd,29,Salaried,59653
331,Mike Cain,33,Business,31941
332,Sharon Morris,28,Business,55392
333,Vanessa Stevens,47,Salaried,62955
334,Kimberly Terry,32,Salaried,82697
335,Michael Webb,21,Salaried,27873
336,Denise Rice,37,Business,93986
337,Larry Mcconnell,43,Business,48105
338,Carlos Fox,24,Salaried,8881
339,Lori Roman,38,Unemployed,10527
340,Joe Mcclain,41,Salaried,81407
341,Nicholas Casey,31,Salaried,47116
342,Christopher Adams,24,Salaried,99831
343,Samantha Jensen,35,Salaried,47844
344,David Duarte,46,Unemployed,86501
345,Jeffrey Scott,41,Unemployed,59155
346,Brittany Johnson,44,Salaried,35248
347,Kimberly Gray,27,Business,72921
348,Jose Pratt,59,Business,47223
349,Erin Green,47,Business,24315
350,David Howard,51,Business,35244
351,Sandra Henry,54,Salaried,36560
352,Danielle Adams,57,Salaried,96826
353,Christopher Burns,47,Salaried,60506
354,Erik Love,44,Salaried,29916
355,Frank Hall,53,Business,98073
356,Darren Mcclure,26,Salaried,15311
357,Tanya Farley,32,Salaried,52436
358,Joy Higgins,46,Business,85142
359,Cheryl Montes,58,Salaried,88149
360,Susan Peterson DDS,52,Business,94115
361,Anita Humphrey,37,Business,77975
362,Jeremy Davis,49,Business,48560
363,Jessica Powell,55,Salaried,24145
364,April Hardin,30,Salaried,78952
365,Mark Cox,36,Salaried,51331
366,Crystal Lewis,49,Business,93005
367,Tami Evans,45,Salaried,69865
368,Mathew Pace,52,Salaried,92096
369,Sara Brown,59,Business,56514
370,Philip Taylor,38,Business,38802
371,Ashley Morales,55,Unemployed,14824
372,Alison Hayden,46,Salaried,94464
373,Casey Wilson,24,Salaried,44393
374,Valerie Le,21,Salaried,9587
375,Henry Lewis,38,Business,30290
376,Antonio Johnston,27,Unemployed,53868
377,Bonnie Taylor,32,Salaried,67431
378,Morgan Davis,25,Salaried,84537
379,Lisa Butler,21,Salaried,65922
380,William Lewis,49,Unemployed,47757
381,Keith Webster,32,Salaried,52795
382,Mindy Simmons,37,Salaried,86844
383,James Miller,35,Business,18401
384,Kenneth Preston,31,Salaried,73266
385,Chelsea Horn,31,Salaried,26178
386,Kyle Chapman,38,Business,29007
387,David Jimenez,49,Salaried,46206
388,Amy Ortiz,49,Salaried,14176
389,Mikayla Campbell,27,Unemployed,62156
390,Tommy Griffin,24,Business,23807
391,James Smith,57,Salaried,20575
392,Laura Johnson,29,Salaried,68687
393,Julie Richards,28,Unemployed,17833
394,Daniel Grant,59,Salaried,79902
395,Veronica Jackson,23,Unemployed,74769
396,Kelsey Evans,42,Salaried,70241
397,Lori Holmes,56,Salaried,18441
398,Anna Baker,38,Business,18302
399,Kara Scott,50,Unemployed,94263
400,Michael Barton,49,Salaried,56753
401,Laura Hayden,52,Unemployed,79529
402,Jamie Love,51,Business,11141
403,Tiffany Pearson,45,Salaried,81267
404,Carl Humphrey,36,Salaried,86520
405,Stephanie White,37,Business,73215
406,Justin Lee,23,Salaried,30428
407,Travis King,35,Salaried,52525
408,Betty Anderson,45,Salaried,47265
409,Paul Clayton,38,Unemployed,93669
410,Scott Thomas,34,Salaried,56398
411,David Ballard,27,Unemployed,41209
412,Jennifer Webb,52,Salaried,25365
413,Robert Cochran,40,Salaried,33812
414,Terry Livingston,29,Business,63957
415,Lisa Calderon,51,Unemployed,65507
416,Anne Bentley,29,Salaried,83943
417,Alexander Wilson,51,Salaried,92937
418,Kyle Williams,31,Salaried,24817
419,Theodore Simpson,49,Salaried,32997
420,Ashley Stewart,43,Business,76057
421,Bryan Diaz,34,Salaried,14000
422,James Torres,49,Salaried,87544
423,Robert Lopez,56,Salaried,28689
424,Mrs. Patty Mccormick,35,Salaried,14158
425,Rose Moore,49,Salaried,55453
426,Donald Hall,31,Business,37570
427,Linda Castillo,27,Business,55922
428,Taylor Carroll,26,Unemployed,65975
429,Roger Blair,58,Business,76507
430,Anthony Harrison,34,Salaried,60738
431,Jeffrey Richards,50,Salaried,95237
432,Lauren Parks,30,Unemployed,18268
433,Sonya Hernandez,38,Salaried,24807
434,Crystal Graham,45,Unemployed,98947
435,Molly Jackson,21,Salaried,90832
436,Billy Miller,33,Business,37185
437,John Barajas,52,Salaried,12736
438,Sheila Taylor,24,Salaried,50716
439,Brenda Lee,38,Salaried,77650
440,Christopher Guzman,47,Salaried,89500
441,Richard Harris,40,Salaried,94817
442,Chad Stewart,35,Salaried,33220
443,Michael Nash,52,Salaried,48717
444,Paul Hamilton,42,Salaried,60708
445,Hayley Booth,31,Salaried,16676
446,Ryan Kim,53,Salaried,41669
447,Christian Long,58,Unemployed,45995
448,Karl Cook,24,Salaried,58147
449,Kevin Sanders,32,Business,39367
450,Jamie Reyes,49,Salaried,24323
451,Kathleen Williams,23,Salaried,23417
452,John Robertson,33,Salaried,76854
453,Melissa Lane,52,Unemployed,34431
454,Anita Sanchez,26,Salaried,46320
455,Jason Sherman,55,Business,54029
456,April Sanchez,38,Unemployed,8124
457,Rickey Young,28,Unemployed,50807
458,Luke Mitchell,55,Salaried,40159
459,Joseph Diaz,41,Unemployed,65876
460,Steven Mcdowell,42,Salaried,51647
461,Jennifer Chavez,30,Salaried,91108
462,Jimmy Molina,41,Salaried,60844
463,Donna Vega,36,Salaried,50280
464,Erin Wiley,41,Business,52566
465,Cindy Lopez,57,Salaried,21966
466,Pamela Fisher,36,Salaried,24557
467,Paul Hess,45,Business,76480
468,James Black,23,Salaried,40642
469,Kenneth Harding,36,Business,66408
470,Kathleen Morgan,40,Salaried,13191
471,Kevin Williams,42,Salaried,27181
472,Brent Newman,53,Salaried,75371
473,Logan Murphy,34,Business,80330
474,Heather Walker,30,Unemployed,13803
475,Aaron Stephens,48,Unemployed,79884
476,Robert Garcia,38,Salaried,40022
477,Joshua Garner,29,Unemployed,26903
478,Mrs. Megan Lee,49,Business,46999
479,Keith Gallegos,28,Salaried,16419
480,Tina Diaz,30,Business,80847
481,Dr. Jeremy Smith,44,Unemployed,34057
482,Victoria Kerr,43,Salaried,55745
483,Robert Roberts,43,Salaried,51371
484,Ashley Lam,24,Business,43184
485,Alyssa Schultz,53,Salaried,57256
486,Laura Webster,36,Salaried,69668
487,Jennifer Smith,44,Business,53213
488,Vincent Lee,49,Business,74938
489,Melissa Kelly,29,Business,64890
490,Laura Stone,21,Salaried,52643
491,Thomas Anderson,39,Salaried,95061
492,Emily Alvarez,22,Business,15727
493,Joan Kelly,50,Salaried,20012
494,Benjamin Perez MD,49,Business,83304
495,Roger Moran,36,Salaried,76082
496,Andrew Ortega,27,Salaried,23301
497,Brian Sosa,30,Salaried,60786
498,Lauren Richardson,38,Salaried,24188
499,Jack Herrera,47,Unemployed,60593
500,Julia Higgins,54,Business,36476
501,Anna Reyes,22,Salaried,38423
502,Hector Jacobs,23,Salaried,35839
503,Andrew Bender,36,Unemployed,26372
504,Deborah Jones,53,Salaried,72325
505,Brittney Payne,49,Salaried,41941
506,Kenneth Mason,47,Business,94373
507,Yolanda Rivera,44,Business,53651
508,Linda May,36,Business,20311
509,Christopher Davis,47,Business,41347
510,Stephanie Peterson,23,Business,66081
511,Christopher Jones,42,Salaried,16304
512,Todd Clark,39,Unemployed,58959
513,Mark Weiss,32,Business,18321
514,Donna Montgomery,37,Business,82776
515,Amanda Cunningham,47,Unemployed,98070
516,Nathaniel Benson,53,Business,38693
517,Kenneth Herring,57,Business,81856
518,Beth Prince MD,40,Salaried,99838
519,Lori Hughes,48,Business,87419
520,John Wolfe,45,Unemployed,14988
521,Matthew Mccarty,24,Salaried,48044
522,Rebecca Faulkner,27,Salaried,47356
523,John Collier,53,Salaried,35218
524,Sandra Mitchell,33,Salaried,72671
525,Lisa Garcia,44,Salaried,42736
526,Jennifer Duncan,43,Salaried,68761
527,Kimberly Smith,56,Salaried,56440
528,Antonio Rubio,43,Business,88981
529,Ashley Hubbard,37,Unemployed,10535
530,Jason Morrison,45,Salaried,76988
531,Brittany Edwards,40,Business,58192
532,Adam Stevens,22,Salaried,37542
533,Charles Rogers MD,55,Business,84423
534,Douglas Andrews,38,Salaried,20579
535,Sheila Owens,48,Business,64651
536,Robert Jones,36,Business,30834
537,Brandy Walls,25,Business,67281
538,Dr. Thomas Owens,41,Salaried,50890
539,Rodney Nichols,30,Salaried,76180
540,Miranda Lee,52,Unemployed,18555
541,Hector Adams,49,Salaried,89914
542,Destiny Burgess,40,Business,90627
543,Anne Pierce,21,Salaried,19300
544,Stacey Simpson,52,Salaried,92499
545,Jessica Gonzales,32,Salaried,56276
546,Cheyenne Hale,24,Business,52079
547,Jeffrey Jones,41,Salaried,87272
548,Marissa Wilson,50,Business,44629
549,Tony Conley,57,Unemployed,89402
550,James Hughes,41,Salaried,77945
551,Michelle Parker,30,Salaried,15618
552,Miranda Delgado,39,Salaried,29660
553,Martha Jones,55,Salaried,59999
554,Elizabeth Mitchell,50,Unemployed,24449
555,Shane Herman,31,Business,37680
556,Joel Foster,44,Salaried,53594
557,Carla Young,40,Unemployed,36936
558,Kaitlyn Taylor,29,Business,78239
559,Cynthia Lynch,59,Unemployed,55353
560,Evan Lewis,50,Business,86524
561,Courtney Wolf,57,Business,75901
562,Kevin Briggs,33,Salaried,28665
563,Mr. Steven Choi MD,24,Unemployed,35192
564,Alison Holt,39,Salaried,98132
565,Amy Blankenship,47,Salaried,77977
566,Alyssa Juarez,31,Salaried,39989
567,Melissa Garcia,33,Unemployed,29959
568,Paul Palmer,22,Unemployed,98089
569,Megan Navarro,38,Salaried,50281
570,Autumn Davis,56,Salaried,83719
571,Luke Kennedy,51,Salaried,19623
572,Tara Pugh,46,Business,97476
573,Tammy Snyder,25,Salaried,13277
574,Renee Huff,57,Salaried,74443
575,Jamie Martin,42,Salaried,35532
576,Eric Brown,41,Business,78285
577,Pamela Martinez,40,Salaried,73340
578,Amy Hill,36,Salaried,43121
579,Julie Ortiz,51,Salaried,51371
580,Joshua Mcdonald,36,Business,75467
581,Cynthia Brewer,25,Salaried,38724
582,Cody Martinez,40,Unemployed,95762
583,Jeffrey Williams,55,Business,8559
584,Raymond Key,36,Business,25709
585,Anthony Bruce,24,Unemployed,54220
586,Benjamin Baxter,28,Business,79297
587,Bridget Ewing,35,Salaried,21146
588,Lisa Gates,58,Business,9708
589,Amanda Cordova,53,Salaried,77512
590,Larry Flores,33,Unemployed,94248
591,Dillon Nelson,37,Unemployed,94212
592,Keith Singh,50,Salaried,88601
593,Michael Hoffman,56,Salaried,28466
594,Tina Little,46,Unemployed,55432
595,Jacqueline Hughes,58,Business,55630
596,Carol Martinez,54,Business,46463
597,Aaron Fletcher,58,Business,40938
598,Blake Hayes MD,30,Salaried,37226
599,Nancy Hart,54,Unemployed,84685
600,Sandra Stewart,25,Business,96068
601,Mr. Robert Taylor,49,Business,85845
602,Brett Moore,50,Salaried,37335
603,Stephen Gray,57,Business,93472
604,Anthony Miller,27,Salaried,75165
605,Tyler Hampton,28,Salaried,60438
606,Leslie Zimmerman,41,Unemployed,61232
607,Cynthia Ayala,56,Business,39274
608,Don Cortez,46,Unemployed,30569
609,Shannon Alvarez,42,Salaried,99880
610,Joshua Smith,50,Salaried,35678
611,Tracey Santos,55,Business,85331
612,Andrew Curtis,22,Salaried,34639
613,Andrew Howard,22,Business,96873
614,James Reilly,22,Salaried,63576
615,Billy Griffin,21,Salaried,85625
616,James Washington,58,Unemployed,90311
617,Susan Lawrence,22,Business,83793
618,Jennifer Smith,23,Business,30611
619,Brandy Macdonald,39,Salaried,96097
620,Bill Mendez,45,Salaried,51239
621,Michelle Williams,51,Business,9840
622,Brian Barber,40,Unemployed,74979
623,Mr. Jason Waller,31,Salaried,76038
624,Jean Maldonado,43,Business,84854
625,Benjamin Edwards,57,Business,63951
626,George Smith,44,Salaried,64348
627,Katherine Lee,42,Business,89309
628,Devon Brooks,41,Salaried,88455
629,Tina Ferguson,21,Salaried,22833
630,Kimberly Cruz,44,Business,73693
631,Ann Walker,24,Business,72891
632,Michelle Smith,46,Salaried,57591
633,Austin Bradley,50,Business,38918
634,David Dickerson,46,Business,87166
635,Valerie Peters,34,Salaried,39660
636,Barbara Myers,37,Salaried,91266
637,Willie Dickson,35,Unemployed,74511
638,Joseph Moore,40,Unemployed,80991
639,Raymond George,22,Salaried,74698
640,Kelly Hoffman,36,Unemployed,83315
641,Paul Shah,43,Salaried,97737
642,Devin Kline,44,Salaried,38229
643,Charles Potter,30,Unemployed,64585
644,Ashley Morrow,56,Business,20618
645,Duane Horton,31,Unemployed,96967
646,Robert Stewart,59,Salaried,45516
647,Teresa Harper,24,Unemployed,31132
648,Jessica Durham,52,Salaried,10042
649,Jeffrey Martinez,48,Salaried,90291
650,Jeffrey Evans,47,Salaried,96610
651,Karina Rocha,40,Salaried,66944
652,Regina Matthews,43,Salaried,45154
653,Anthony Long,55,Unemployed,64346
654,Jennifer Gonzalez,28,Salaried,63354
655,Preston Taylor,51,Business,37480
656,Dominique Jones,51,Salaried,93720
657,Edward Obrien,24,Unemployed,42772
658,Stephanie Preston,22,Salaried,49975
659,Thomas King,35,Unemployed,8748
660,Robert Schneider,52,Salaried,37523
661,Terry Gonzalez,23,Salaried,69145
662,Tyler Wall,44,Salaried,59468
663,Heather Carr,22,Salaried,40746
664,Mark Preston,47,Salaried,67738
665,Shannon Dawson,56,Salaried,53145
666,Dylan Walker,40,Salaried,60107
667,Shannon Vaughan,47,Business,20933
668,Kristine Brown,24,Business,21300
669,Anthony Williams,58,Salaried,74386
670,Elijah Flores,49,Business,59223
671,Peter Moore,37,Salaried,20035
672,Javier Hood,28,Salaried,79328
673,Amanda Payne,22,Business,9983
674,Charles Wright,48,Salaried,47222
675,Kristen Hines,31,Salaried,40299
676,Joy Clark,47,Unemployed,79013
677,Ryan Cruz,28,Business,83333
678,Matthew Roberts,28,Business,63558
679,George Hodge,48,Salaried,65829
680,Edward Scott DDS,32,Business,81373
681,Joseph Parker,56,Unemployed,52577
682,Carrie Nguyen,44,Salaried,95200
683,Philip Mejia,32,Salaried,98263
684,Nicole Lozano,21,Unemployed,73466
685,Andrew Moore,42,Business,73722
686,Linda Allen MD,40,Unemployed,75653
687,Kimberly Richards,45,Salaried,93396
688,Maria Tucker,46,Salaried,52394
689,Christopher Burns,33,Salaried,8163
690,Kyle Diaz,59,Salaried,76305
691,Andrew Arnold,21,Salaried,37406
692,Sarah Haley,21,Salaried,93415
693,William Poole,44,Business,64398
694,Theresa Ramos,26,Unemployed,8412
695,Victoria Jackson,24,Salaried,66202
696,Megan Scott,26,Business,88635
